row_ID,final_price
35316,2909.9834
35317,2515.6118
35318,3953.7593
35319,5843.8633
35320,3482.6228
35321,171.75288
35322,2648.3623
35323,3292.8623
35324,1328.5747
35325,6582.5293
35326,8515.479
35327,5428.6113
35328,-171.13171
35329,2835.7698
35330,3044.4348
35331,3803.8723
35332,551.07495
35333,2528.7793
35334,3214.8564
35335,569.90906
35336,693.4523
35337,6111.891
35338,6587.341
35339,2422.104
35340,6079.007
35341,2757.4119
35342,7634.2056
35343,138.97052
35344,2630.7852
35345,318.91296
35346,2446.4048
35347,11007.85
35348,2223.6162
35349,521.57544
35350,2076.2993
35351,5085.3647
35352,4705.5425
35353,2030.0107
35354,3498.8096
35355,2668.7378
35356,2794.2827
35357,2833.8154
35358,3475.1929
35359,5756.533
35360,11293.299
35361,13918.634
35362,6940.418
35363,6423.536
35364,5535.328
35365,1295.176
35366,4442.843
35367,6283.505
35368,3270.5176
35369,4461.4473
35370,5091.374
35371,2514.6907
35372,18593.727
35373,5091.7695
35374,9750.215
35375,1830.9504
35376,11983.521
35377,5435.3716
35378,2713.4878
35379,2307.5764
35380,14629.097
35381,5581.891
35382,3965.9165
35383,10091.684
35384,3932.4321
35385,5741.8945
35386,3526.5986
35387,10344.903
35388,4820.497
35389,1700.6295
35390,3691.2256
35391,3558.452
35392,3754.8945
35393,5871.118
35394,12436.496
35395,5524.994
35396,412.60376
35397,1172.2965
35398,2898.8386
35399,5505.9844
35400,73.62872
35401,3696.307
35402,11384.445
35403,2296.566
35404,4249.64
35405,2327.3496
35406,4065.8362
35407,4511.8164
35408,5625.99
35409,3213.708
35410,11164.682
35411,6814.4043
35412,2567.0923
35413,4022.4712
35414,490.34528
35415,16312.654
35416,10237.534
35417,5418.585
35418,4021.7021
35419,14113.966
35420,1063.4753
35421,5895.7812
35422,5379.134
35423,5542.213
35424,3106.0715
35425,15587.216
35426,5974.386
35427,699.6649
35428,4628.1875
35429,3379.6914
35430,5042.9873
35431,2528.7793
35432,1141.7612
35433,2576.2888
35434,5201.1875
35435,6834.9375
35436,771.84717
35437,5610.4805
35438,6302.8384
35439,2528.7793
35440,585.17377
35441,2528.7793
35442,8586.741
35443,4137.3984
35444,12303.822
35445,7539.1753
35446,14467.094
35447,4140.8696
35448,1745.3768
35449,1966.1086
35450,1627.5032
35451,2919.5479
35452,1038.064
35453,2061.0635
35454,941.82935
35455,5996.01
35456,2058.858
35457,1792.3656
35458,5729.349
35459,4945.6704
35460,5965.452
35461,9352.234
35462,9163.725
35463,943.2921
35464,2900.6594
35465,4865.0977
35466,1051.1167
35467,1025.7277
35468,357.875
35469,3998.0356
35470,4637.665
35471,2826.5117
35472,3042.7969
35473,4595.037
35474,2573.4736
35475,7324.46
35476,3080.7422
35477,6414.544
35478,3696.307
35479,6894.538
35480,4195.717
35481,4798.15
35482,16676.918
35483,6930.4126
35484,8804.706
35485,1388.7518
35486,5005.93
35487,4169.871
35488,13262.31
35489,5529.9863
35490,3519.7512
35491,5577.442
35492,4615.4287
35493,18274.133
35494,9117.697
35495,628.17505
35496,2759.3445
35497,1131.1343
35498,8781.854
35499,1154.3821
35500,5414.8774
35501,4328.1226
35502,16167.878
35503,5842.515
35504,3286.439
35505,5744.2285
35506,669.14514
35507,7794.2275
35508,8075.616
35509,7408.251
35510,11083.6875
35511,7976.5557
35512,6211.5615
35513,411.5071
35514,4825.6772
35515,5262.7944
35516,11552.943
35517,5022.5156
35518,11250.516
35519,6377.121
35520,3226.6582
35521,2362.1267
35522,3741.5935
35523,8572.887
35524,5398.608
35525,3505.1675
35526,2544.685
35527,5763.3965
35528,6763.8965
35529,8624.132
35530,1169.7036
35531,10640.823
35532,3954.9673
35533,7708.626
35534,405.32043
35535,2633.3035
35536,8176.4355
35537,1375.7654
35538,7191.0674
35539,1626.2944
35540,7842.0566
35541,5817.3467
35542,10119.377
35543,9070.726
35544,1782.7185
35545,8657.695
35546,6376.824
35547,9691.268
35548,5877.7246
35549,309.602
35550,3623.8982
35551,584.1902
35552,429.47937
35553,5077.379
35554,7455.132
35555,4372.4443
35556,2643.7825
35557,20613.732
35558,11931.5205
35559,5300.3955
35560,5657.52
35561,4923.5884
35562,3578.7202
35563,12107.564
35564,12155.408
35565,328.14056
35566,6721.185
35567,4272.6343
35568,190.14603
35569,4243.9014
35570,2255.2744
35571,2880.541
35572,5948.615
35573,3205.5166
35574,5814.1514
35575,3550.1707
35576,4798.21
35577,9887.512
35578,6868.7197
35579,6162.246
35580,1051.4318
35581,6165.421
35582,6034.8525
35583,12360.146
35584,3649.2932
35585,8699.433
35586,1294.821
35587,3344.2856
35588,13679.852
35589,541.62054
35590,7438.9863
35591,11445.638
35592,10961.385
35593,5716.489
35594,7266.8774
35595,2117.2488
35596,5248.0166
35597,218.67807
35598,12078.648
35599,4494.9697
35600,330.19183
35601,3755.7236
35602,3602.0127
35603,266.67578
35604,29516.594
35605,3089.2837
35606,2838.4985
35607,12210.457
35608,1916.3794
35609,5243.7896
35610,14151.825
35611,620.2812
35612,2064.4353
35613,3905.6733
35614,6965.159
35615,6606.8525
35616,14741.699
35617,334.65015
35618,617.1876
35619,453.96283
35620,5684.5576
35621,6028.63
35622,10825.93
35623,20508.623
35624,4084.1628
35625,341.99683
35626,12856.283
35627,7455.4194
35628,8146.943
35629,5052.544
35630,5320.989
35631,4151.7085
35632,1960.4504
35633,10285.845
35634,1948.0774
35635,1128.7133
35636,5729.1416
35637,7847.7656
35638,1131.1343
35639,762.3485
35640,9158.363
35641,6361.4326
35642,8279.287
35643,10855.959
35644,4311.3516
35645,4627.663
35646,8355.752
35647,8794.547
35648,1106.404
35649,2878.4639
35650,3071.66
35651,5914.5083
35652,3914.1929
35653,4310.697
35654,3738.2524
35655,9782.9
35656,7511.865
35657,1166.2197
35658,311.76047
35659,2870.8242
35660,7067.36
35661,8265.3
35662,2430.331
35663,85.71842
35664,6787.491
35665,12440.705
35666,1691.4971
35667,377.94867
35668,11109.013
35669,5269.6113
35670,3821.664
35671,5633.4375
35672,26390.578
35673,2612.2244
35674,1745.3768
35675,2785.086
35676,6617.014
35677,4287.316
35678,6157.8853
35679,30.149918
35680,4662.489
35681,818.16504
35682,6734.27
35683,6736.202
35684,1647.2068
35685,2779.2612
35686,12757.73
35687,5317.0127
35688,2625.4912
35689,10291.898
35690,5430.4536
35691,-71.133385
35692,979.4269
35693,672.484
35694,12771.668
35695,8757.107
35696,15528.119
35697,5555.79
35698,16807.043
35699,3685.5332
35700,515.4011
35701,3441.2349
35702,1149.6488
35703,32.05664
35704,4595.8154
35705,6536.365
35706,7316.72
35707,6945.7886
35708,622.16125
35709,1585.5499
35710,7411.993
35711,4447.9414
35712,5203.5923
35713,1425.6753
35714,5090.16
35715,12677.107
35716,5026.0303
35717,7932.0337
35718,4765.378
35719,6116.203
35720,1146.6307
35721,11968.636
35722,1445.1333
35723,5545.952
35724,7970.4365
35725,634.5203
35726,4037.4492
35727,9277.619
35728,6283.077
35729,411.9986
35730,5402.75
35731,11067.603
35732,429.47937
35733,8801.298
35734,10944.866
35735,4507.3447
35736,3642.1443
35737,1535.5647
35738,1161.7925
35739,4599.6553
35740,7228.7095
35741,9817.11
35742,7141.8364
35743,8166.042
35744,2730.2495
35745,1510.9834
35746,4885.0293
35747,10444.1875
35748,10241.811
35749,12451.172
35750,5747.0635
35751,2354.8608
35752,4770.4785
35753,156.11295
35754,9639.704
35755,4020.3496
35756,4804.7236
35757,2271.8428
35758,1865.5219
35759,5571.667
35760,3839.296
35761,7225.8125
35762,1118.5139
35763,3504.441
35764,3978.859
35765,11285.636
35766,708.9299
35767,541.62054
35768,3951.8833
35769,6107.9946
35770,2179.4277
35771,11773.463
35772,3768.647
35773,663.5807
35774,7512.5264
35775,3643.2627
35776,16319.873
35777,12576.057
35778,2274.8496
35779,1014.7512
35780,10083.375
35781,3083.0732
35782,15240.891
35783,961.27216
35784,5964.3086
35785,6671.3438
35786,5408.3794
35787,554.88257
35788,4199.672
35789,2206.3577
35790,9712.823
35791,5831.0674
35792,7068.693
35793,4796.9863
35794,12426.183
35795,5151.7075
35796,3823.6655
35797,3083.7915
35798,7582.1055
35799,12321.307
35800,2212.4277
35801,5568.4546
35802,3569.136
35803,291.48944
35804,6068.409
35805,3130.6252
35806,5038.6963
35807,4551.874
35808,3427.3643
35809,2775.0117
35810,6826.19
35811,9080.349
35812,1514.0101
35813,2554.474
35814,9296.998
35815,2675.6533
35816,5425.169
35817,4081.3188
35818,5586.486
35819,292.84668
35820,3293.4
35821,1463.6191
35822,2694.4287
35823,3487.676
35824,13250.068
35825,3192.2805
35826,3459.8638
35827,1144.7166
35828,569.90906
35829,633.84436
35830,549.7789
35831,-2.9031792
35832,4243.931
35833,253.51729
35834,3919.3213
35835,3156.0078
35836,9310.945
35837,8175.7725
35838,12591.342
35839,10816.922
35840,4308.1543
35841,8401.949
35842,7172.3955
35843,1831.9224
35844,4464.9395
35845,22052.574
35846,6594.2383
35847,3583.6172
35848,3762.748
35849,958.02106
35850,21060.53
35851,12700.061
35852,5074.0225
35853,9918.337
35854,8696.503
35855,3901.1526
35856,4861.4746
35857,6615.173
35858,3091.418
35859,695.9647
35860,6421.8516
35861,10960.3125
35862,2714.775
35863,299.55106
35864,138.97052
35865,5464.49
35866,1269.3417
35867,4540.7783
35868,5834.285
35869,4151.5303
35870,574.23553
35871,6037.7334
35872,614.567
35873,4575.2744
35874,4602.9346
35875,5556.0605
35876,609.60394
35877,6291.2256
35878,992.3181
35879,1166.2197
35880,2422.104
35881,22.009354
35882,2588.3516
35883,12901.393
35884,16379.732
35885,971.31824
35886,770.8108
35887,4546.4395
35888,12540.367
35889,10148.8955
35890,6424.8994
35891,847.3081
35892,4488.8613
35893,6032.5225
35894,7391.3613
35895,4829.537
35896,1226.6223
35897,11053.033
35898,5501.1953
35899,10204.411
35900,14348.708
35901,10289.149
35902,11779.35
35903,1008.3475
35904,4431.289
35905,1544.5769
35906,5402.731
35907,7470.1855
35908,2743.8328
35909,295.1634
35910,2074.3472
35911,4889.2734
35912,6309.1074
35913,2558.728
35914,17919.816
35915,4714.055
35916,7750.524
35917,10268.226
35918,4855.085
35919,1163.8376
35920,16229.227
35921,2737.3057
35922,7055.6943
35923,2903.3513
35924,7631.344
35925,2570.2139
35926,3792.479
35927,3550.5728
35928,5277.775
35929,4244.955
35930,5738.107
35931,3599.0798
35932,1025.7277
35933,3520.0896
35934,5066.1567
35935,2775.172
35936,2041.4795
35937,5909.171
35938,2534.1987
35939,4200.8247
35940,11269.288
35941,9740.398
35942,5912.379
35943,6252.4297
35944,2074.6853
35945,5907.38
35946,4664.3584
35947,5776.5996
35948,3311.926
35949,6165.55
35950,4168.493
35951,11496.872
35952,406.8238
35953,2502.3735
35954,7221.727
35955,1911.8743
35956,1504.1786
35957,1904.6033
35958,7076.41
35959,2472.1633
35960,4088.1294
35961,5246.4697
35962,713.18176
35963,4030.7961
35964,1775.318
35965,4579.2446
35966,6175.575
35967,1016.66724
35968,3281.7744
35969,484.02203
35970,14911.584
35971,2544.0293
35972,15394.061
35973,1909.5479
35974,5352.883
35975,7562.9644
35976,8694.916
35977,468.10925
35978,9367.737
35979,471.6651
35980,3740.4468
35981,349.254
35982,3121.2065
35983,7181.1465
35984,6540.3013
35985,16312.654
35986,10645.901
35987,6869.0674
35988,4976.8057
35989,2794.3235
35990,7760.4507
35991,9454.979
35992,14526.572
35993,3439.087
35994,4106.203
35995,1524.8076
35996,6766.6533
35997,318.91296
35998,850.66455
35999,2387.4443
36000,358.8803
36001,4923.774
36002,5103.026
36003,3240.5674
36004,13159.548
36005,6748.24
36006,817.20667
36007,16151.253
36008,5508.3335
36009,3701.2812
36010,4229.3574
36011,1640.5754
36012,569.90906
36013,3132.6243
36014,1195.5149
36015,2293.3225
36016,4675.1377
36017,3685.7827
36018,707.7531
36019,4992.164
36020,4264.749
36021,895.75275
36022,4988.7275
36023,5048.402
36024,14899.2
36025,6154.5356
36026,39.4639
36027,2090.6262
36028,7396.356
36029,2364.2231
36030,3213.708
36031,1492.0679
36032,3011.8174
36033,2508.958
36034,3217.8936
36035,8296.725
36036,4927.437
36037,2632.3743
36038,6141.157
36039,7653.929
36040,1785.2625
36041,5077.3027
36042,3285.63
36043,3877.3542
36044,12558.56
36045,6055.1943
36046,2566.1887
36047,6819.938
36048,3098.7886
36049,1219.7739
36050,2931.164
36051,726.32837
36052,1579.0887
36053,6812.236
36054,5143.4443
36055,7920.986
36056,2797.1985
36057,1841.8055
36058,6802.2314
36059,14779.874
36060,5102.461
36061,5776.1367
36062,598.97906
36063,349.254
36064,3637.5642
36065,661.9509
36066,3227.8882
36067,6195.0835
36068,2880.3843
36069,7129.3486
36070,4063.5593
36071,1011.8963
36072,3844.6846
36073,6951.7256
36074,1441.2786
36075,390.58337
36076,4726.0386
36077,7890.476
36078,7461.977
36079,4517.038
36080,7210.205
36081,6916.6816
36082,5928.5586
36083,2857.4587
36084,7245.7393
36085,5238.591
36086,7435.6
36087,3881.1113
36088,3270.9492
36089,4652.239
36090,5140.0303
36091,6273.198
36092,906.00574
36093,7732.3857
36094,1935.0013
36095,2196.3887
36096,1799.0112
36097,12834.422
36098,11318.808
36099,5606.804
36100,5088.9717
36101,5623.4756
36102,19187.64
36103,920.00037
36104,4840.066
36105,8396.946
36106,2280.056
36107,7062.9536
36108,5825.4043
36109,12621.299
36110,2141.6648
36111,471.6651
36112,3070.5205
36113,3758.571
36114,2745.4373
36115,14492.125
36116,3061.3486
36117,3313.2678
36118,2830.1072
36119,3396.8433
36120,7909.6724
36121,4983.6924
36122,465.83234
36123,2554.3364
36124,517.9232
36125,18936.086
36126,2998.776
36127,17332.23
36128,13928.68
36129,1463.6191
36130,2896.2134
36131,7549.7725
36132,448.55215
36133,6057.236
36134,879.11426
36135,656.80914
36136,8167.7256
36137,2548.769
36138,507.7827
36139,5227.8213
36140,822.01685
36141,1052.4932
36142,5768.4375
36143,5817.0205
36144,700.8207
36145,2799.6584
36146,5736.6006
36147,4303.367
36148,11357.318
36149,1195.5149
36150,6096.3823
36151,6499.2793
36152,2351.2922
36153,14103.67
36154,7440.212
36155,939.4835
36156,8015.495
36157,3486.5312
36158,6282.831
36159,1203.9141
36160,585.17377
36161,5035.821
36162,7233.1426
36163,5762.7954
36164,10092.06
36165,3533.3125
36166,450.84833
36167,14373.408
36168,7168.144
36169,5541.573
36170,3913.3848
36171,4595.134
36172,13137.486
36173,2524.5981
36174,831.75543
36175,4405.691
36176,1050.2207
36177,2161.672
36178,2173.7634
36179,4404.277
36180,5892.89
36181,863.58704
36182,4072.3804
36183,2136.821
36184,9038.386
36185,4605.332
36186,2238.6523
36187,2854.515
36188,28551.32
36189,12001.679
36190,5426.423
36191,5577.1865
36192,771.84717
36193,13532.363
36194,4474.8804
36195,4327.441
36196,17178.816
36197,7886.54
36198,3406.1436
36199,6993.921
36200,4354.1045
36201,4129.4165
36202,13402.541
36203,6023.845
36204,8877.447
36205,6873.869
36206,6308.4863
36207,5144.0654
36208,4073.4248
36209,2720.3142
36210,2419.4814
36211,18470.66
36212,5278.646
36213,6914.4893
36214,845.7849
36215,3618.77
36216,3013.6934
36217,7881.9707
36218,1241.6068
36219,8161.8525
36220,2716.7158
36221,4021.7021
36222,585.17377
36223,8142.7305
36224,3968.1982
36225,579.1974
36226,1254.5217
36227,6755.023
36228,13519.176
36229,4821.958
36230,2630.3618
36231,708.9299
36232,6326.2803
36233,3073.1997
36234,4989.8726
36235,5701.6885
36236,1795.6626
36237,471.86694
36238,693.4523
36239,5644.8223
36240,3945.1968
36241,7158.3833
36242,11200.794
36243,5209.878
36244,187.9132
36245,5806.0176
36246,649.9385
36247,8652.234
36248,5891.877
36249,4988.0996
36250,12919.387
36251,5709.8105
36252,4801.004
36253,13090.45
36254,2337.2964
36255,314.55
36256,2672.9478
36257,9864.323
36258,5142.782
36259,13256.983
36260,3311.5156
36261,4461.7417
36262,2545.3103
36263,6646.467
36264,19686.57
36265,10640.534
36266,14033.994
36267,1410.0803
36268,5552.533
36269,14332.703
36270,1369.8346
36271,11581.629
36272,7338.0615
36273,2067.8242
36274,6082.9414
36275,508.61896
36276,3291.0498
36277,7361.878
36278,1935.3738
36279,10165.805
36280,4222.5635
36281,2017.6472
36282,3485.062
36283,4962.748
36284,293.05475
36285,4248.4478
36286,5619.88
36287,1285.7052
36288,821.61255
36289,2516.816
36290,708.9299
36291,17038.842
36292,2791.7676
36293,5066.114
36294,3471.5007
36295,5763.244
36296,9298.67
36297,18597.94
36298,4239.4414
36299,524.56256
36300,594.26575
36301,15303.619
36302,3695.441
36303,3069.8745
36304,2168.1807
36305,5325.3955
36306,5021.245
36307,604.4889
36308,2241.6606
36309,8136.8916
36310,10124.304
36311,1906.2712
36312,5997.9497
36313,11277.03
36314,10739.799
36315,708.9299
36316,1934.3235
36317,16307.701
36318,5954.416
36319,10344.083
36320,835.7475
36321,4855.7285
36322,3560.6357
36323,2263.999
36324,7322.2515
36325,1573.4297
36326,12696.172
36327,2972.0557
36328,1483.1213
36329,395.11267
36330,2542.9539
36331,12110.686
36332,2078.9536
36333,1932.1616
36334,5190.68
36335,9750.699
36336,7585.885
36337,10497.9
36338,4182.2544
36339,7214.8945
36340,3313.7905
36341,494.35016
36342,5500.458
36343,4109.5317
36344,6465.1084
36345,8916.584
36346,4516.9214
36347,5545.952
36348,4492.46
36349,8485.227
36350,6896.4043
36351,1594.6648
36352,11408.5625
36353,2352.4282
36354,5664.49
36355,5029.208
36356,5169.63
36357,3199.9521
36358,4964.094
36359,5106.5664
36360,7056.7227
36361,5927.19
36362,5146.2324
36363,3408.1333
36364,1987.9885
36365,5239.5923
36366,3000.6602
36367,2364.383
36368,6826.093
36369,2412.248
36370,44.37322
36371,9081.668
36372,6274.037
36373,541.77185
36374,2598.6677
36375,7914.5684
36376,15061.638
36377,604.4889
36378,2708.7832
36379,11789.658
36380,828.99854
36381,10657.262
36382,2440.665
36383,5387.116
36384,4090.458
36385,1745.3768
36386,3844.5872
36387,10340.613
36388,3770.8364
36389,5511.4136
36390,3777.7122
36391,212.80267
36392,4580.2617
36393,10054.76
36394,389.4845
36395,4395.1313
36396,13143.822
36397,791.36646
36398,3314.5718
36399,11151.139
36400,2079.6572
36401,12680.797
36402,15587.216
36403,2836.434
36404,3194.6123
36405,14807.053
36406,15657.768
36407,8515.211
36408,15391.846
36409,829.1338
36410,5438.3706
36411,3160.9517
36412,2824.767
36413,811.3358
36414,7243.128
36415,1682.211
36416,4388.5537
36417,9465.985
36418,3068.9668
36419,708.88904
36420,3159.3813
36421,6938.245
36422,8041.3994
36423,5930.881
36424,9664.34
36425,9345.301
36426,818.16504
36427,2476.6978
36428,4804.748
36429,2713.397
36430,3533.5945
36431,2074.6853
36432,325.1565
36433,653.1693
36434,7785.0234
36435,12671.0
36436,6006.5947
36437,2945.8433
36438,7105.327
36439,12128.777
36440,2375.9473
36441,7056.2466
36442,1258.977
36443,41.190277
36444,7017.048
36445,4482.6
36446,5001.83
36447,2685.8657
36448,6411.607
36449,12542.984
36450,691.60266
36451,629.3496
36452,5614.6963
36453,2905.7856
36454,16431.8
36455,10533.372
36456,9183.371
36457,9006.036
36458,551.07495
36459,1506.5952
36460,2582.6604
36461,384.2729
36462,254.59125
36463,1886.438
36464,7394.3047
36465,8814.757
36466,1310.2867
36467,5674.9316
36468,2180.3572
36469,5663.257
36470,12240.635
36471,4840.234
36472,4433.0786
36473,7113.659
36474,11462.549
36475,10202.786
36476,10787.097
36477,7845.6865
36478,6978.714
36479,1677.9827
36480,6347.1895
36481,484.02203
36482,293.05475
36483,2644.002
36484,883.71454
36485,7380.493
36486,606.0874
36487,1416.3816
36488,576.2954
36489,17495.414
36490,8715.392
36491,7516.457
36492,1905.5256
36493,15778.986
36494,450.84833
36495,3310.7827
36496,3239.0327
36497,4677.4473
36498,821.61255
36499,7387.5415
36500,2613.436
36501,7143.4775
36502,1340.961
36503,6323.197
36504,1978.8882
36505,3031.7358
36506,1445.8506
36507,5602.852
36508,486.1331
36509,821.61255
36510,8587.708
36511,5482.8633
36512,5401.5312
36513,1176.8649
36514,12151.711
36515,569.90906
36516,757.94745
36517,1413.4191
36518,6224.3135
36519,5242.9326
36520,2071.7134
36521,8951.059
36522,6471.955
36523,5364.617
36524,5268.3833
36525,8470.757
36526,5754.898
36527,574.23553
36528,5399.379
36529,6975.121
36530,7381.337
36531,5148.211
36532,1544.8911
36533,5791.193
36534,4582.2163
36535,8436.86
36536,3890.4714
36537,23322.486
36538,358.8803
36539,11812.27
36540,6673.8174
36541,654.9625
36542,2661.1648
36543,6236.926
36544,2179.0903
36545,3130.6252
36546,7841.8643
36547,11067.603
36548,3489.4292
36549,12950.607
36550,3102.92
36551,5021.8447
36552,471.86694
36553,4720.2314
36554,9194.273
36555,7985.995
36556,4522.8877
36557,1050.2207
36558,8253.848
36559,4379.463
36560,2327.3496
36561,5529.5254
36562,3584.3413
36563,8927.877
36564,5675.63
36565,2915.9492
36566,12029.766
36567,4524.1865
36568,421.62302
36569,6013.596
36570,7598.3906
36571,6509.278
36572,13728.347
36573,7570.8916
36574,5610.122
36575,8065.708
36576,1627.5032
36577,3043.185
36578,17990.598
36579,2422.104
36580,7153.286
36581,1127.6338
36582,6791.672
36583,3558.2998
36584,3471.4219
36585,9501.107
36586,10135.673
36587,2159.4778
36588,2665.6365
36589,9551.766
36590,2657.1182
36591,8125.7627
36592,4470.5635
36593,1213.7743
36594,855.1631
36595,14573.728
36596,7217.831
36597,17093.426
36598,7105.837
36599,2668.17
36600,1530.2437
36601,1186.6141
36602,646.6223
36603,13737.032
36604,657.69556
36605,371.7233
36606,7144.3467
36607,6489.6377
36608,421.88055
36609,5496.7007
36610,6078.361
36611,6782.492
36612,5905.248
36613,2380.4749
36614,3791.5713
36615,4237.3066
36616,7151.0674
36617,15826.164
36618,254.59125
36619,2454.52
36620,5381.981
36621,2017.6472
36622,1695.5188
36623,8634.923
36624,15307.795
36625,10555.835
36626,13266.871
36627,481.7326
36628,1514.0101
36629,2836.5693
36630,883.71454
36631,5887.74
36632,8994.356
36633,8983.321
36634,8289.777
36635,1153.112
36636,8966.268
36637,9864.323
36638,770.8108
36639,12750.68
36640,4510.576
36641,4121.3022
36642,1310.2867
36643,11293.38
36644,4593.902
36645,845.7849
36646,6406.663
36647,3103.353
36648,484.79404
36649,2651.3247
36650,6986.9795
36651,6450.4854
